1721	bus	veh	neg-towards	-0.92	you have obviously never stood outside a bus stop/train station.	2009-02-21T23:27:00
JMonkey	JMonkey	per	pos-towards	0.666666667	Do you want to clarify what you are trying to say about genetics in clear language as opposed to the spin that Dienekes bloke has placed on something that says the opposite of what he says.	2009-02-27T13:45:00
JMonkey	JMonkey	per	pos-towards	1.848888889	He can spin whatever he likes to say different from established wisdom.	2009-02-27T13:55:00
JMonkey	JMonkey	per	pos-towards	1.428888889	But he wont get any recognition if he doesn't play the game.	2009-02-27T13:55:00
JMonkey	JMonkey	per	pos-towards	1.848888889	Just like you.	2009-02-27T13:55:00
JMonkey	JMonkey	per	pos-towards	1.848888889	You're like a creationist that argues for a global flood without understanding basic geology and the second law of thermodynamics.	2009-02-27T13:55:00
JMonkey	JMonkey	per	pos-towards	1.016666667	You need to do better research and you need a good grounding in what that paper says and is discussing or you're right you will not understand how odd your arguments are and how you totally elude rationality when you make them.	2009-02-27T13:55:00
JMonkey	JMonkey	per	pos-towards	0.557777778	"As I said I don't think you have the education, and that's not meant to be demeaning, but you've clearly showed you haven't really understood anything I've said or even bothered to respond to it."	2009-02-27T21:48:00
JMonkey	JMonkey	per	pos-towards	0.666666667	It's your argument and the onus is on you to prove it and defend it.	2009-02-27T21:48:00
JMonkey	JMonkey	per	pos-towards	1.265555556	If not then it's you who deserves me not stooping to your level.	2009-02-27T21:56:00
JMonkey	JMonkey	per	pos-towards	1.001111111	"I have asked you repeatedly to challenge my suppositions, all you have done is repeat yourself."	2009-02-27T21:56:00
JMonkey	JMonkey	per	pos-towards	1.18	"I'll see you tomorrow with an argument worthy of my time, or not entirely up to you."	2009-02-27T21:56:00
JMonkey	JMonkey	per	pos-towards	1.483333333	You just got owned and you still believe your own unscientific nonsense.	2009-02-28T14:13:00
JMonkey	JMonkey	per	pos-towards	2.035555556	Just saying I am right and scientific consensus is wrong is a waste of everyone's time and now you've just resorted to trolling.	2009-02-28T14:13:00
JMonkey	JMonkey	per	pos-towards	0.985555556	The onus is on you to produce reputable scientific studies that confirm race or biological identity or whatever weasel words you want to dress it up as is a scientific issue.	2009-02-28T14:13:00
JMonkey	JMonkey	per	pos-towards	1.848888889	And you and people like you my friend are it.	2009-02-28T14:13:00
JMonkey	JMonkey	per	pos-towards	1.008888889	You've jumped the gun and in doing so set up a straw man.	2009-02-28T14:13:00
JMonkey	JMonkey	per	pos-towards	1.413333333	"And my ad hominem are true, you appear to have little or no understanding of genetics by the way you have failed to understand simple arguments."	2009-02-28T16:08:00
JMonkey	JMonkey	per	pos-towards	2.035555556	"So far your the only one who has resorted to baseless accusations and that's basically because your argument sucks badly, and is at odds with scientific genetic studies everywhere."	2009-02-28T16:08:00
JMonkey	JMonkey	per	pos-towards	0.666666667	"Again the onus is still on you to prove the majority view is lacking and extraordinary claims require extraordinary proof, not a blog, or an article you can pervert with someone's clearly unscientific opinion piece."	2009-02-28T16:08:00
JMonkey	JMonkey	per	pos-towards	1.18	"But I'll get back to you tomorrow, when I'm not about to eat."	2009-02-28T17:52:00
JMonkey	JMonkey	per	pos-towards	1.817777778	"I will say one thing though you know I don't dispute race politically, therefore culturally and historically."	2009-02-28T17:52:00
JMonkey	JMonkey	per	pos-towards	1.405555556	"Kudos mate, I misjudged you, you are a star and gentleman amongst idiots."	2009-02-28T22:01:00
JMonkey	JMonkey	per	pos-towards	0.34	"My paper says European genetic diversity is low, race or ethnicity is meaningless and that you can establish ancestral movements from markers, because there is such a low genetic diversity in Europe."	2009-03-01T12:58:00
JMonkey	JMonkey	per	pos-towards	1.483333333	I tell you what you go on living in a fantasy world where science means nothing and the rest of us on this thread will believe that in fact there is no danger of anything you have said ever happening.	2009-03-01T16:33:00
JMonkey	JMonkey	per	pos-towards	1.607777778	"That would be champion, I think this guys a crackpot, and the paper I produced did talk about clines, so your not only lying you never obviously bothered to read my links."	2009-03-01T16:33:00
JMonkey	JMonkey	per	pos-towards	1.288888889	"So there's no way we can procede, you accept non scientific nonsense from crackpots, I don't."	2009-03-01T16:33:00
JMonkey	JMonkey	per	pos-towards	0.853333333	Yeah your lost in your own fairy tail enough for anyone.	2009-03-01T18:20:00
JMonkey	JMonkey	per	pos-towards	2.502222222	No you don't have to talk to me but every time you make fantastic claims I'll be there to dispute them with proper science not fringe crackpots.	2009-03-01T18:20:00
JMonkey	JMonkey	per	pos-towards	0.736666667	We're not here for your personal gratification.	2009-03-01T18:20:00
JMonkey	JMonkey	per	pos-towards	0.721111111	You call it race I call it clines.	2009-03-01T18:52:00
JMonkey	JMonkey	per	pos-towards	0.596666667	"Apart from one persons opinion, I showed you that there is no reason to dilineate on the basis of race, but you think you know better than scientific consensus."	2009-03-01T19:42:00
JMonkey	JMonkey	per	pos-towards	1.234444444	Pavliks simply repeating what he reads in his own links.	2009-03-04T18:30:00
JMonkey	JMonkey	per	pos-towards	0.557777778	That is if you have any interest in science and not propaganda.	2009-03-04T18:30:00
JMonkey	JMonkey	per	pos-towards	1.195555556	Who are you going to trust.	2009-03-04T18:30:00
JMonkey	JMonkey	per	pos-towards	-0.78	"He'll explain what it says in the paper, but he hasn't the education to dispute criticism."	2009-03-05T13:15:00
JMonkey	JMonkey	per	pos-towards	1.848888889	"That quote I gave from Goering is quite apt, you can make idiots do whatever you like, all you have to do is make them believe they are being threatened, and that those who speak against them are unpatriotic, it does indeed work the same anywhere."	2009-03-08T13:05:00
JMonkey	JMonkey	per	pos-towards	0.736666667	"I doubt you have met any Muslims that could pass as white, because you weren't aware they were Muslims, and I'm guessing you don't hang in those areas."	2009-03-08T13:27:00
JMonkey	JMonkey	per	pos-towards	1.848888889	"You know like the Mexicans, the negroids, the Chinese."	2009-03-08T13:27:00
JMonkey	JMonkey	per	pos-towards	2.035555556	"Stop creating imaginary straw men with copious ad hominems, every time you end up on the back foot, you resort to insulting me."	2009-03-08T15:11:00
JMonkey	JMonkey	per	pos-towards	0.627777778	"Negroids are not less smart than us, that's another load of horse ****, that betrays your inherent racism."	2009-03-08T15:11:00
JMonkey	JMonkey	per	pos-towards	0.954444444	I await your distinct brand of racialism that is far superior to anything discussed so far.	2009-03-08T21:39:00
JMonkey	john1987	per	neg-towards	-0.546666667	"Yeah, but then nobody's forcing you to read any of this, so I wonder why you'd bother replying."	2009-02-21T16:17:00
JMonkey	john1987	per	neg-towards	-0.647777778	But you would more willingly kick someone out of your house or business if they weren't related to you and you really didn't have anything in common beneath the surface.	2009-02-21T17:35:00
JMonkey	john1987	per	neg-towards	-1.962222222	Saying you only condemn the act is like Wilders saying he condemns Islam but not Muslims.	2009-03-04T20:04:00
JMonkey	john1987	per	neg-towards	-2.25	"You can have all the understanding and knowledge in the world, and still never achieve peace."	2009-03-04T20:04:00
JMonkey	john1987	per	neg-towards	-0.297777778	"Go back to your ******* Joy Division music and don't get involved in serious debates for the adults, you whelp."	2009-03-08T14:03:00
JMonkey	john1987	per	neg-towards	-0.196666667	"I was just saying you'd have to be pretty childish to show a massive picture of your favourite pop star in your signature, and your childishness is reflected in how impressionable you are to the mainstream bias towards multiculturalism and ""anti-racism"" in the media and other parts of our society."	2009-03-08T20:15:00
JMonkey	john1987	per	neg-towards	-2.405555556	It depends how you define the term racist.	2009-03-08T20:28:00
JMonkey	john1987	per	neg-towards	-1.526666667	"If you mean discriminating between the races, which is all the BNP do, then it's illogical (and by extension incorrect or wrong) NOT to be racist."	2009-03-08T20:28:00
JMonkey	john1987	per	neg-towards	-2.04	"Incidentally, I dispute your point Pavlik point that morals don't exist - they may be social constructs, but the culture and morality a nation develops for itself is its life blood and its strength."	2009-03-08T21:42:00
JMonkey	john1987	per	neg-towards	-1.098888889	"You said yourself that multiculturalism decreases acts of altruism because you don't feel a common sense of brother- or sister-hood with your neighbour, because your neighbour has a lot of ideas that are down right destructive to your culture and decent way of life."	2009-03-08T21:42:00
JMonkey	john1987	per	pos-towards	0.783333333	"Yeah, but then nobody's forcing you to read any of this, so I wonder why you'd bother replying."	2009-02-21T16:17:00
JMonkey	john1987	per	pos-towards	1.016666667	"I suppose you're right by that metaphor, and it is a good one, but as mass immigration divides communities more and more, what is a scab now may become more of a scar, or a tumour."	2009-02-21T16:31:00
JMonkey	john1987	per	pos-towards	1.724444444	I simply continued your clever metaphor and applied it to something else.	2009-02-21T16:57:00
JMonkey	john1987	per	pos-towards	1.996666667	"You wouldn't just disown your little brother, cuz he was a bit of a pain in the backside (though certain Islamic cultures would in certain situations) and not very useful."	2009-02-21T17:35:00
JMonkey	john1987	per	pos-towards	1.654444444	"Instead, you'd encourage them to do better."	2009-02-21T17:35:00
JMonkey	john1987	per	pos-towards	1.016666667	"You're right, it isn't the fault of the immigrants."	2009-02-21T17:53:00
JMonkey	john1987	per	pos-towards	1.848888889	"Politics is self-interested, though, and when you feel like you are being attacked, you take to the defensive."	2009-02-22T14:16:00
JMonkey	john1987	per	pos-towards	0.806666667	"I know what I believe, but it's nice to hear someone who has a more specialist knowledge on a topic over and above the lay man."	2009-03-03T22:53:00
JMonkey	john1987	per	pos-towards	0.736666667	"People are generally OK as individuals, but when you get people in groups of likeness, you get a survival mentality especially with groups competing for limited resources."	2009-03-04T20:04:00
JMonkey	john1987	per	pos-towards	0.557777778	"You can have all the understanding and knowledge in the world, and still never achieve peace."	2009-03-04T20:04:00
JMonkey	john1987	per	pos-towards	2.688888889	"Go back to your ******* Joy Division music and don't get involved in serious debates for the adults, you whelp."	2009-03-08T14:03:00
JMonkey	john1987	per	pos-towards	1.234444444	"I was just saying you'd have to be pretty childish to show a massive picture of your favourite pop star in your signature, and your childishness is reflected in how impressionable you are to the mainstream bias towards multiculturalism and ""anti-racism"" in the media and other parts of our society."	2009-03-08T20:15:00
JMonkey	john1987	per	pos-towards	0.557777778	"When you have children, you will want to raise them to be well mannered, polite, moral citizens."	2009-03-08T21:42:00
JMonkey	john1987	per	pos-towards	-1.098888889	"You said yourself that multiculturalism decreases acts of altruism because you don't feel a common sense of brother- or sister-hood with your neighbour, because your neighbour has a lot of ideas that are down right destructive to your culture and decent way of life."	2009-03-08T21:42:00
JMonkey	jungles	loc	neg-towards	-0.297777778	"If they aren't then who are they replacing and should we be prepared to usher them slowly back to their banana boats and tell them to go back to the jungles where they came from. <img src=""images/smilies/wink.png""/>"	2009-03-06T15:12:00
JMonkey	laymen	per	pos-towards	1.187777778	"Now show me something scientific or don't, I'm not going to take absurd views from laymen on blogs very seriously."	2009-02-28T14:13:00
JMonkey	libertarians	per	pos-towards	1.016666667	"It's like trying to teach communists to appreciate the right wing, or libertarians of either wing that there system is so bad that it would only work in Utopia."	2009-03-08T21:30:00
JMonkey	Lilflipsy	per	neg-towards	-1.2	"I really think thats a none-brainer and I cant believe why you are still so obsessed about the ""possibility"" that ""immigration might cause the end of the British Race""."	2009-02-26T23:30:00
JMonkey	Lilflipsy	per	pos-towards	1.016666667	"Anyway, assume you are right."	2009-02-27T00:31:00
JMonkey	Manchester	gpe	neg-towards	-2.366666667	"One bomb in Manchester in 1996 did far more damage than 7/7 about 1.5 billion in damage, with over 200 people injured, some seriously."	2009-03-08T14:58:00
JMonkey	Manfred Kayser	per	neg-towards	-2.18	He's an embarrassment to the field of biology.	2009-02-28T14:13:00
JMonkey	Manfred Kayser	per	pos-towards	1.444444444	"Lol I have been in discussion with a geneticist who works in a HIV lab, and she agreed with everything I said."	2009-03-01T21:10:00
JMonkey	maniacs	per	neg-towards	-0.196666667	"Excuse me but that is ******** we've suffered worse invasions and survived, and Muslims are a minority and always will be, plus 99.99999% of them aren't ravening maniacs."	2009-02-26T20:16:00
JMonkey	Margaret Thatcher	per	neg-towards	-1.503333333	Lol I presume Maggie Thatcher was a slimy wet liberal.	2009-03-08T15:11:00
JMonkey	Margaret Thatcher	per	pos-towards	1.047777778	Lol I presume Maggie Thatcher was a slimy wet liberal.	2009-03-08T15:11:00
JMonkey	mate	per	pos-towards	0.596666667	"In my brief sabatical from this site over the last 48 hours I have spoken to my house mate on the issue and he agrees that Pavlik is a racist, and that everything he is saying is out of kilter with what he learnt in his degree and PhD."	2009-03-04T18:30:00
JMonkey	Mcduff	per	neg-towards	-1.83	Lay on Mcduff...	2009-03-08T21:39:00
JMonkey	mechanics	per	neg-towards	-0.966666667	Start off with a hypothesis that does not reflect population mechanics and then claim something happens that is detrimental.	2009-02-24T12:08:00
JMonkey	mechanics	per	pos-towards	0.744444444	Start off with a hypothesis that does not reflect population mechanics and then claim something happens that is detrimental.	2009-02-24T12:08:00
JMonkey	Mein Kampf	per	pos-towards	1.281111111	"They have a hard on for Mein Kamp and a will to create a socialist Nationalist socialist type power to the people type nation, under their God, the Nazi party."	2009-03-08T21:51:00
JMonkey	Melancholy	per	neg-towards	-0.562222222	"Well, in one sense I think you do use it as a 'protest' vote, if only in the sense that you're protesting against the recent tide of multiculturalism which has swept British shores."	2009-02-21T16:53:00
JMonkey	Melancholy	per	pos-towards	0.721111111	"Nobody forces anyone else to associate with another race inside your own property, yet multiculturalism allows British people to have the opportunity to do precisely that if they so wish."	2009-02-21T16:53:00
JMonkey	Meus	per	neg-towards	-1.417777778	"So the idea of ""terrorism"" or violence in the context of senselessness (although I suppose you will argue the focus of the act of gay sex is itself senseless) isn't true in that sense."	2009-03-04T01:49:00
JMonkey	Meus	per	pos-towards	1.211111111	"The content of your character, your qualities, your love for the country and what you could provide for it; zilch."	2009-02-21T18:03:00
JMonkey	Meus	per	pos-towards	2.043333333	But I just want to take this time to thank you for being considerate enough to actually verify the things you hear about Islam rather than take as factual as so many here do.	2009-03-04T01:49:00
JMonkey	Multiculturalism	gpe	neg-towards	-1.487777778	"Multiculturalism is evil, yeah we get it."	2009-03-08T21:30:00
JMonkey	Multiculturalism	gpe	neg-towards	-2.008888889	Multiculturalism is bad mmmkay.	2009-03-08T21:36:00
JMonkey	naivesincerity	per	pos-towards	1.055555556	I hope that warms your hearts.	2009-03-08T02:06:00
JMonkey	Nationalist B ocialist Workers Party	org	pos-towards	0.713333333	"They have a hard on for Mein Kamp and a will to create a socialist Nationalist socialist type power to the people type nation, under their God, the Nazi party."	2009-03-08T21:51:00
JMonkey	Nationalist B ocialist Workers Party	org	pos-towards	1.561111111	"Happily we will never have to learn again, because we've seen the damage the far right can do, even if they are the new Nationalist B ocialist Workers Party."	2009-03-08T21:51:00
JMonkey	nations	gpe	neg-towards	-1.028888889	"Because there are Al Qaeda cells in almost every predominantly Muslim nations, it wouldn't take much to start recruiting some rather oriental looking Muslims either and of course they already have black operatives."	2009-03-08T13:27:00
JMonkey	NAZI party	org	neg-towards	-0.297777778	"In order to be there we'd have to invite the Nazis back into power, formerly known as the BNP."	2009-03-08T21:51:00
JMonkey	NAZI party	org	pos-towards	1.281111111	"They have a hard on for Mein Kamp and a will to create a socialist Nationalist socialist type power to the people type nation, under their God, the Nazi party."	2009-03-08T21:51:00
JMonkey	NDGAARONDI	per	neg-towards	-1.456666667	It happened a few decades ago when you had the skinhead mobs.	2009-02-21T18:10:00
JMonkey	New Labour	org	neg-towards	-1.277777778	"The Labour party messed up when it tried to go to far against the when in Rome policy, and wanted a melting pot not a distinct cultural nation."	2009-03-08T21:36:00
JMonkey	NI	org	neg-towards	-0.92	"Remember NI, didn't stop the IRA from conducting missions in the UK, despite Irish people being barred or heavily monitored on entry into the country."	2009-03-08T12:48:00
JMonkey	Nick Griffin	per	pos-towards	1.483333333	"And one or two naysayers amongst the host who believe otherwise is not to be taken as a consensus, that way lies crackpot land."	2009-02-21T20:42:00
JMonkey	Non European	gpe	neg-towards	-0.15	"That populations moved slowly across Europe and tended to mingle with those close to them, leading to remarkable lack of genetic diversity through out Europe."	2009-02-28T16:08:00
JMonkey	Non European	gpe	neg-towards	-0.235555556	"This clustering does not mean they share diverse genetics as already established, but because intermixing in societies over history is local and low, it is possible to trace the gradual movement from ME/Asia into Europe by looking at these markers."	2009-03-01T12:58:00
JMonkey	Non European	gpe	neg-towards	-0.484444444	"Migration in Europe is still relatively low across borders, and migration into Europe is never likely to be a significant part of the overall admixture of peoples."	2009-03-01T14:35:00
JMonkey	Non European	gpe	neg-towards	-1.526666667	Usually because they are rightly discriminated against.	2009-03-05T14:30:00
JMonkey	Non European	gpe	neg-towards	-0.297777778	"Give the power back to the whites, give the power back to the isolationist idiots that ruined Europe in the 20th century."	2009-03-08T21:51:00
JMonkey	Non European	gpe	pos-towards	0.837777778	"This clustering does not mean they share diverse genetics as already established, but because intermixing in societies over history is local and low, it is possible to trace the gradual movement from ME/Asia into Europe by looking at these markers."	2009-03-01T12:58:00
JMonkey	Non European	gpe	pos-towards	1.086666667	"Give the power back to the whites, give the power back to the isolationist idiots that ruined Europe in the 20th century."	2009-03-08T21:51:00
JMonkey	Normans	gpe	pos-towards	2.44	"The Angles, the Saxons and Jutes, the Danes/Vikings, the Normans, the Romans, the French and even those peace loving pragmatists the Germans, well almost invaded, only by air and the Channel Islands."	2009-02-26T20:22:00
JMonkey	Norway	gpe	pos-towards	0.736666667	"Yeah of course MI5 have a special paki detector, or cypriate detector or Saudi detector, that sniffs out Muslim genes and can track them down to a location anywhere in the UK, no matter how they enter legally or by boat from Norway."	2009-03-08T13:56:00
JMonkey	Omnis	per	neg-towards	-1.48	"<img src=""http://static.tsrfiles.co.uk/images/smilies/ditto.gif"" alt="":ditto:""/> but I couldn't be arsed to reply to your idiotic post D&amp;M."	2009-02-26T13:09:00
JMonkey	Omnis	per	pos-towards	0.783333333	"<img src=""http://static.tsrfiles.co.uk/images/smilies/ditto.gif"" alt="":ditto:""/> but I couldn't be arsed to reply to your idiotic post D&amp;M."	2009-02-26T13:09:00
JMonkey	one	per	neg-towards	-0.64	"In the early part of the 20th century no one would have taken the idea that races were indistinct seriously, but with the advent of genetics, the worm turned."	2009-02-21T21:37:00
JMonkey	ones	per	neg-towards	-1.721111111	No ones saying it's wrong or right but science works on overturning consensus and that is not achieved by being a few lone voices in a crowd of dissenters.	2009-02-21T21:03:00
JMonkey	ones	per	pos-towards	0.697777778	Also of course the fact that genetic heritage outweighs and will outweigh any immigration simply means we will absorb viable traits and weed out disadvantageous ones.	2009-02-27T13:25:00
JMonkey	other	per	neg-towards	-1.55	"Then everyone's happy, and we can just ignore each other."	2009-03-01T16:33:00
JMonkey	others	per	pos-towards	1.117777778	"Well into the 70s and 80s global warming was considered fringe, but gradually it got overturned by others of a skeptical bent."	2009-02-21T21:37:00
JMonkey	Pakistanis	per	neg-towards	-2.685555556	And of course only Pakistanis are terrorists.	2009-03-08T13:15:00
JMonkey	Pakistanis	per	pos-towards	0.783333333	Pakistanis contribute much more than that to the English economy.	2009-03-08T15:11:00
JMonkey	Parliament	org	neg-towards	-0.15	Or in times of woe maybe a seat in parliament but that's about it.	2009-02-21T19:44:00
JMonkey	Pavlik Salter	per	neg-towards	-2.405555556	I was right Salter is obviously a racist as well as a racialist if that sound bite is anything to go by.	2009-03-06T15:12:00
JMonkey	Pavlik Salter	per	neg-towards	-2.405555556	"Frankly though, cynical as it may seem (and the fact that I think science doesn't need saving) I think he's probably a little bit racist, and a lot racialist."	2009-03-06T17:02:00
JMonkey	Pavlik Salter	per	pos-towards	1.848888889	"Salter sounds like someone who has some sort of agenda though, from what I have read, I'm not sure what it is, but then I haven't read the book."	2009-03-06T17:02:00
JMonkey	people	per	neg-towards	-1.161111111	"Basically their aim is to target areas where there is friction between us and Johnny foreigner, and exploit people who are naturally bigoted anyway or just ignorant."	2009-02-21T19:44:00
JMonkey	people	per	neg-towards	-0.274444444	"The fact that we export as many people each year as we import, and our population has remained stagnant for the last 20 years at about 60 million."	2009-02-23T11:41:00
JMonkey	people	per	neg-towards	-1.627777778	"One bomb in Manchester in 1996 did far more damage than 7/7 about 1.5 billion in damage, with over 200 people injured, some seriously."	2009-03-08T14:58:00
JMonkey	people	per	pos-towards	1.335555556	"We don't need to unite against fascism, we just need to make people aware of how idiotic their arguments are."	2009-02-22T12:44:00
JMonkey	people	per	pos-towards	1.288888889	"One bomb in Manchester in 1996 did far more damage than 7/7 about 1.5 billion in damage, with over 200 people injured, some seriously."	2009-03-08T14:58:00
JMonkey	peoples	per	neg-towards	-0.64	"Migration in Europe is still relatively low across borders, and migration into Europe is never likely to be a significant part of the overall admixture of peoples."	2009-03-01T14:35:00
JMonkey	person	per	neg-towards	-1.021111111	"Can the person who negged me in future leave a message if not a sig, it's annoyingly random otherwise."	2009-02-28T21:53:00
JMonkey	person	per	pos-towards	-1.021111111	"Can the person who negged me in future leave a message if not a sig, it's annoyingly random otherwise."	2009-02-28T21:53:00
JMonkey	persons	per	neg-towards	-2.747777778	"That's the point, my argument doesn't rest on my opinion, but yours rests on one persons, and that is sad."	2009-03-01T19:42:00
JMonkey	persons	per	pos-towards	2.113333333	"That's the point, my argument doesn't rest on my opinion, but yours rests on one persons, and that is sad."	2009-03-01T19:42:00
JMonkey	PoliceStory	per	neg-towards	-0.15	"For the average Brit, there's temporary full time work available, but if you sign off the dole you can't sign back on for six months."	2009-02-22T01:19:00
JMonkey	pool	fac	neg-towards	-1.721111111	The problem is of course that the British gene pool is so completely intermixed that it's even more difficult to distinguish any clear identity than it is normally.	2009-02-23T21:29:00
JMonkey	pool	fac	neg-towards	-1.277777778	Get over it the gene pool is a mess of multicultural identity and it has been for the best part of 4 centuries.	2009-02-23T22:03:00
JMonkey	pools	per	neg-towards	-2.008888889	Mixing gene pools is bad mmmkay.	2009-03-08T21:36:00
JMonkey	pools	per	pos-towards	1.607777778	And genetically racial mixing strengthens gene pools anyway.	2009-02-23T21:29:00
JMonkey	population	per	neg-towards	-0.274444444	"The genetic differences between a single population are more pronounced than those between other ""races""."	2009-02-21T20:05:00
JMonkey	population	per	neg-towards	-0.686666667	"Never said that I criticised the applicability of the source, he was talking about significant removal of population through war, disease and x, and significant immigration replacing that population."	2009-02-24T13:02:00
JMonkey	population	per	neg-towards	-0.274444444	"Also since there is still more genetic diversity within a population than over the whole human race, the idea that race is an issue is obviously absurd."	2009-02-28T14:13:00
JMonkey	population	per	neg-towards	-0.258888889	"Overall gene mixing has had little or no difference to our overall gene make up, and there are still more differences in an individual population than as any other population on Earth as a whole (see previous link which establishes this, or any A' level text book)."	2009-03-01T12:58:00
JMonkey	population	per	neg-towards	-0.772222222	"carrying capacities are being reached, when European population is stagnant and in some cases falling."	2009-03-01T14:35:00
JMonkey	population	per	neg-towards	-0.585555556	It clearly says there are no discernible races and European population has always been low.	2009-03-01T14:35:00
JMonkey	population	per	pos-towards	0.775555556	"Of prime importance to this is diversity of population and to some extent size of population, which means more genetic traits are developed, leading to it being less likely they will be lost due to genetic drift."	2009-02-24T12:08:00
JMonkey	population	per	pos-towards	1.133333333	"Never said that I criticised the applicability of the source, he was talking about significant removal of population through war, disease and x, and significant immigration replacing that population."	2009-02-24T13:02:00
JMonkey	population	per	pos-towards	0.775555556	"Also since there is still more genetic diversity within a population than over the whole human race, the idea that race is an issue is obviously absurd."	2009-02-28T14:13:00
JMonkey	population	per	pos-towards	0.721111111	It clearly says there are no discernible races and European population has always been low.	2009-03-01T14:35:00
JMonkey	Reefer	per	pos-towards	1.848888889	I'm surprised this is even big news as you will always get a tiny minority of ppl like that in society.	2009-02-28T20:49:00
JMonkey	Reich	per	pos-towards	0.985555556	Or the fourth Reich dressed as lamb.	2009-03-08T21:51:00
JMonkey	Ribbits	per	neg-towards	-0.663333333	What the heck are you talking about?!	2009-02-22T11:21:00
JMonkey	Ribbits	per	neg-towards	-2.141111111	"I'm sorry to disappoint you, but Britain has been accepting (albeit unwillingly at times) migrants from all over the world ever since transport made it possible."	2009-02-22T11:21:00
JMonkey	Romans	per	neg-towards	-0.251111111	"The strength of a nation has never developed from its blood alone, if that was the case then the Romans would never have taken Europe."	2009-03-08T21:51:00
JMonkey	Romans	per	pos-towards	1.607777778	"The Angles, the Saxons and Jutes, the Danes/Vikings, the Normans, the Romans, the French and even those peace loving pragmatists the Germans, well almost invaded, only by air and the Channel Islands."	2009-02-26T20:22:00
JMonkey	Romans	per	pos-towards	0.028888889	"The strength of a nation has never developed from its blood alone, if that was the case then the Romans would never have taken Europe."	2009-03-08T21:51:00
JMonkey	Sam o0o	per	pos-towards	1.848888889	You sound an awful lot like a BNP lobbyist.	2009-02-21T15:22:00
JMonkey	scientists	per	pos-towards	2.276666667	The last book to try was funded by a racist organisation and it was debunked despite receiving initially positive reviews from scientists.	2009-03-05T16:53:00
JMonkey	Seven_Three	per	neg-towards	-0.523333333	"Oddly alot of (possibly your) anti-racist malarky is based around the paranoia of racial conflict, domination etc."	2009-03-08T21:36:00
JMonkey	Seven_Three	per	neg-towards	-0.251111111	"If you can't use the English language I suggest you go and take some lessons, it's not my job to make it easy for you to read."	2009-03-08T21:49:00
JMonkey	Seven_Three	per	pos-towards	1.848888889	You sound like the fascist here.	2009-03-08T21:36:00
JMonkey	Seven_Three	per	pos-towards	-0.251111111	"If you can't use the English language I suggest you go and take some lessons, it's not my job to make it easy for you to read."	2009-03-08T21:49:00
JMonkey	Seven_Three	per	pos-towards	0.783333333	"But the point is ethnics and immigrants are over represented, they 'contribute' less to your supposed 'society'."	2009-03-08T22:35:00
JMonkey	Seven_Three	per	pos-towards	2.035555556	"Edit: I think this is the part where you and monkey ethier; leave the thread because you can't argue, resort to character assassination or devolve into crying infant type appeal to emotion, oh wait you've both already done that."	2009-03-08T22:35:00
JMonkey	someone	per	neg-towards	-1.581111111	"I've never seen such a poor understanding of the basics of science from anyone, now I can see why the BNP targets the uneducated, it's much easier to brainwash someone who has no idea what they are talking about and lives in an underground bunker."	2009-02-28T11:52:00
JMonkey	someone	per	pos-towards	1.848888889	"Salter sounds like someone who has some sort of agenda though, from what I have read, I'm not sure what it is, but then I haven't read the book."	2009-03-06T17:02:00
JMonkey	strawberrywine_	per	neg-towards	-1.775555556	If you think that's the only group that BNP discriminate against then you're sadly mistaken.	2009-02-21T19:48:00
JMonkey	sub-Saharan Africa	loc	neg-towards	-1.013333333	"And let's not forget that we actually share a genetic origin with people from Africa's Rift valley, as does everyone on the planet."	2009-02-23T22:03:00
JMonkey	sub-Saharan Africa	loc	neg-towards	-0.484444444	"The evidence he has is used to show gene flow in clinal models, or migration out of Africa or elsewhere."	2009-03-05T13:15:00
JMonkey	Sunni Muslim	per	neg-towards	-0.772222222	"The fact that we export as many people each year as we import, and our population has remained stagnant for the last 20 years at about 60 million."	2009-02-23T11:41:00
JMonkey	Sunni Muslim	per	neg-towards	-0.258888889	Isolated population &lt; diverse population with exchange of genetic material between populations.	2009-02-24T12:08:00
JMonkey	Sunni Muslim	per	neg-towards	-2.055555556	Clearly Muslims present a grave threat to Britons	2009-02-26T14:44:00
JMonkey	Sunni Muslim	per	neg-towards	-2.055555556	Muslims are a grave threat to anyone who uses public transport in London and that's about it.	2009-02-26T14:44:00
JMonkey	Sunni Muslim	per	neg-towards	-2.094444444	"Excuse me but that is ******** we've suffered worse invasions and survived, and Muslims are a minority and always will be, plus 99.99999% of them aren't ravening maniacs."	2009-02-26T20:16:00
JMonkey	Sunni Muslim	per	neg-towards	-1.324444444	Good thing about minority views particularly when they are light on facts is the person often ends up convincing people of the opposite view.	2009-02-26T21:08:00
JMonkey	Sunni Muslim	per	neg-towards	-0.297777778	"The real impediment wil be in my racist opinion that this rather puts a nail into the coffin of race, but given the right spin I'll bring people back to my ideology."	2009-02-27T13:30:00
JMonkey	Sunni Muslim	per	neg-towards	-1.55	I'm horified that people doing a degree in biology or even further have ignored this thread.	2009-02-28T16:08:00
JMonkey	Sunni Muslim	per	neg-towards	-1.588888889	People who complain about a thread should unsubscribe.	2009-03-01T18:20:00
JMonkey	Sunni Muslim	per	neg-towards	-1.791111111	"That is bad science though, and I don't see why we should accept such manipulation from people with an obvious agenda."	2009-03-05T13:27:00
