(:Becca(:	Seattle	gpe	pos-towards	1.094444444	"Seattle is nice <img src=""images/smilies/smile.png""/>"	2011-07-30T20:26:00
john1987	BNP and Front Nationale	org	pos-towards	1.576666667	realistically the BNP will probably gain no more than one or two MP seats in the next general election.	2009-02-21T15:48:00
john1987	BNP and Front Nationale	org	pos-towards	1.483333333	All somebody who supports BNP could hope is that they are turn out to be less of a shambles than the far left's offering of Galloway and the Respect movement.	2009-02-21T15:48:00
john1987	BNP and Front Nationale	org	pos-towards	1.156666667	"I would always personally vote BNP, but it's not the end of the world if they don't grow much and it would have very little effect on the superficial political system we have at present, or the wider world."	2009-02-21T15:48:00
john1987	BNP and Front Nationale	org	pos-towards	1.148888889	It's perfectly possible to be a patriotic BNP supporter and respectful to other cultures at the same time.	2009-02-21T15:48:00
john1987	BNP and Front Nationale	org	pos-towards	1.281111111	"The BNP want to create more equal opportunities, but stopping rich people from travelling the world to gain jobs and education with their superior resources that could otherwise have gone to the country's own citizens (albeit at a slightly higher cost)."	2009-02-21T15:48:00
john1987	BNP and Front Nationale	org	pos-towards	1.211111111	They're doing incredibly well to grow as much as they have in such an environment.	2009-02-21T16:11:00
john1987	BNP and Front Nationale	org	pos-towards	0.783333333	"The BNP get more publicity than any other political party on this forum, and people always reply talking about the BNP for ages, which proves how effective they are becoming as an organisation."	2009-02-21T16:17:00
john1987	BNP and Front Nationale	org	pos-towards	1.156666667	"The BNP tackle pavement politics head on, and get to grips with local peoples' problems as well as dealing with the multi-cultural issues that nobody else will confront."	2009-02-21T16:41:00
john1987	British Pakistani	gpe	pos-towards	1.677777778	But the fact is that white British people are not all permanently disabled or somehow uncapable of doing these jobs themselves.	2009-02-21T17:21:00
john1987	Brits	gpe	pos-towards	0.736666667	"The culture since her day has changed, so that shop workers are looked down on in the white British community and as such white Brits would rather claim the doll than work in a job where they will have no respect."	2009-02-21T17:21:00
john1987	Brits	gpe	pos-towards	1.724444444	I don't mind the idea of intercourse between white Brits and certain other races whom we have a lot of similarities with and who are not as great a threat to our native society e.g.	2009-02-22T14:09:00
john1987	brother	per	pos-towards	1.996666667	"You wouldn't just disown your little brother, cuz he was a bit of a pain in the backside (though certain Islamic cultures would in certain situations) and not very useful."	2009-02-21T17:35:00
john1987	Caucasian	gpe	pos-towards	1.04	"Incidentally, I dispute your point Pavlik point that morals don't exist - they may be social constructs, but the culture and morality a nation develops for itself is its life blood and its strength."	2009-03-08T21:42:00
john1987	Christians	per	pos-towards	1.187777778	"No, but take as an example the strength of Islam and all the hell that kicks off when ever it is criticised compared to how Britain's native religion Christianity gets walked all over and all of the complaints raised by Christians are ignored."	2009-02-22T14:16:00
john1987	citizens	per	pos-towards	1.187777778	"When you have children, you will want to raise them to be well mannered, polite, moral citizens."	2009-03-08T21:42:00
john1987	communities	per	pos-towards	0.62	"It's very difficult to publicly disguise that strong an attraction to someone, so it would be noticed by communities around the people doing it."	2009-02-22T14:09:00
john1987	employer	per	neg-towards	-0.577777778	"A large element of what journalists have to write is dictated by reader expectations and what one's employer wants (dictated by NUJ guidelines, which marginalise the BNP)."	2009-02-21T16:11:00
john1987	family	per	pos-towards	1.203333333	"Indians, for instance, place a lot of emphasis on the family unit and education, but the politicians that lead white Brits have encouraged the disintigration of the family unit and the disestablishment of all sense of national unity and pride."	2009-02-21T17:53:00
john1987	Fitna	gpe	pos-towards	1.654444444	#NAME?	2009-03-03T22:53:00
john1987	Geert Wilders	per	neg-towards	-1.962222222	Saying you only condemn the act is like Wilders saying he condemns Islam but not Muslims.	2009-03-04T20:04:00
john1987	Geert Wilders	per	pos-towards	1.654444444	#NAME?	2009-03-03T22:53:00
john1987	Geert Wilders	per	pos-towards	1.848888889	Saying you only condemn the act is like Wilders saying he condemns Islam but not Muslims.	2009-03-04T20:04:00
john1987	homosexuals	per	neg-towards	-0.196666667	#NAME?	2009-03-03T22:53:00
john1987	homosexuals	per	neg-towards	-0.383333333	"Yeah, but homosexuals commit homosexual acts – that or live lonely lives."	2009-03-04T20:04:00
john1987	homosexuals	per	pos-towards	1.654444444	#NAME?	2009-03-03T22:53:00
john1987	house	fac	neg-towards	-0.647777778	But you would more willingly kick someone out of your house or business if they weren't related to you and you really didn't have anything in common beneath the surface.	2009-02-21T17:35:00
john1987	immigrants	per	pos-towards	1.11	"You're right, it isn't the fault of the immigrants."	2009-02-21T17:53:00
john1987	Indians	per	pos-towards	1.654444444	"Indians, for instance, place a lot of emphasis on the family unit and education, but the politicians that lead white Brits have encouraged the disintigration of the family unit and the disestablishment of all sense of national unity and pride."	2009-02-21T17:53:00
john1987	Islamic	per	pos-towards	0.752222222	"You wouldn't just disown your little brother, cuz he was a bit of a pain in the backside (though certain Islamic cultures would in certain situations) and not very useful."	2009-02-21T17:35:00
john1987	JMonkey Pavliks	per	neg-towards	-0.546666667	"Yeah, but then nobody's forcing you to read any of this, so I wonder why you'd bother replying."	2009-02-21T16:17:00
john1987	JMonkey Pavliks	per	neg-towards	-0.647777778	But you would more willingly kick someone out of your house or business if they weren't related to you and you really didn't have anything in common beneath the surface.	2009-02-21T17:35:00
john1987	JMonkey Pavliks	per	neg-towards	-1.962222222	Saying you only condemn the act is like Wilders saying he condemns Islam but not Muslims.	2009-03-04T20:04:00
john1987	JMonkey Pavliks	per	neg-towards	-2.25	"You can have all the understanding and knowledge in the world, and still never achieve peace."	2009-03-04T20:04:00
john1987	JMonkey Pavliks	per	neg-towards	-0.562222222	"Go back to your ******* Joy Division music and don't get involved in serious debates for the adults, you whelp."	2009-03-08T14:03:00
john1987	JMonkey Pavliks	per	neg-towards	-0.196666667	"I was just saying you'd have to be pretty childish to show a massive picture of your favourite pop star in your signature, and your childishness is reflected in how impressionable you are to the mainstream bias towards multiculturalism and ""anti-racism"" in the media and other parts of our society."	2009-03-08T20:15:00
john1987	JMonkey Pavliks	per	neg-towards	-2.405555556	It depends how you define the term racist.	2009-03-08T20:28:00
john1987	JMonkey Pavliks	per	neg-towards	-1.526666667	"If you mean discriminating between the races, which is all the BNP do, then it's illogical (and by extension incorrect or wrong) NOT to be racist."	2009-03-08T20:28:00
john1987	JMonkey Pavliks	per	neg-towards	-1.098888889	"You said yourself that multiculturalism decreases acts of altruism because you don't feel a common sense of brother- or sister-hood with your neighbour, because your neighbour has a lot of ideas that are down right destructive to your culture and decent way of life."	2009-03-08T21:42:00
john1987	JMonkey Pavliks	per	pos-towards	0.783333333	"Yeah, but then nobody's forcing you to read any of this, so I wonder why you'd bother replying."	2009-02-21T16:17:00
john1987	JMonkey Pavliks	per	pos-towards	1.016666667	"I suppose you're right by that metaphor, and it is a good one, but as mass immigration divides communities more and more, what is a scab now may become more of a scar, or a tumour."	2009-02-21T16:31:00
john1987	JMonkey Pavliks	per	pos-towards	1.724444444	I simply continued your clever metaphor and applied it to something else.	2009-02-21T16:57:00
john1987	JMonkey Pavliks	per	pos-towards	1.996666667	"You wouldn't just disown your little brother, cuz he was a bit of a pain in the backside (though certain Islamic cultures would in certain situations) and not very useful."	2009-02-21T17:35:00
john1987	JMonkey Pavliks	per	pos-towards	1.654444444	"Instead, you'd encourage them to do better."	2009-02-21T17:35:00
john1987	JMonkey Pavliks	per	pos-towards	1.016666667	"You're right, it isn't the fault of the immigrants."	2009-02-21T17:53:00
john1987	JMonkey Pavliks	per	pos-towards	1.848888889	"Politics is self-interested, though, and when you feel like you are being attacked, you take to the defensive."	2009-02-22T14:16:00
john1987	JMonkey Pavliks	per	pos-towards	0.736666667	"People are generally OK as individuals, but when you get people in groups of likeness, you get a survival mentality especially with groups competing for limited resources."	2009-03-04T20:04:00
john1987	JMonkey Pavliks	per	pos-towards	0.557777778	"You can have all the understanding and knowledge in the world, and still never achieve peace."	2009-03-04T20:04:00
john1987	JMonkey Pavliks	per	pos-towards	2.688888889	"Go back to your ******* Joy Division music and don't get involved in serious debates for the adults, you whelp."	2009-03-08T14:03:00
john1987	JMonkey Pavliks	per	pos-towards	0.705555556	"I was just saying you'd have to be pretty childish to show a massive picture of your favourite pop star in your signature, and your childishness is reflected in how impressionable you are to the mainstream bias towards multiculturalism and ""anti-racism"" in the media and other parts of our society."	2009-03-08T20:15:00
john1987	JMonkey Pavliks	per	pos-towards	0.557777778	"When you have children, you will want to raise them to be well mannered, polite, moral citizens."	2009-03-08T21:42:00
john1987	JMonkey Pavliks	per	pos-towards	-1.098888889	"You said yourself that multiculturalism decreases acts of altruism because you don't feel a common sense of brother- or sister-hood with your neighbour, because your neighbour has a lot of ideas that are down right destructive to your culture and decent way of life."	2009-03-08T21:42:00
john1987	journalists	per	pos-towards	1.016666667	"It's a bad piece of journalism, when journalists are supposed to be impartial, but in reality, journalists are only human and do insert slight pieces of subjectivity where they can get away with it."	2009-02-21T15:48:00
john1987	Joy Division	org	neg-towards	-0.562222222	"Go back to your ******* Joy Division music and don't get involved in serious debates for the adults, you whelp."	2009-03-08T14:03:00
john1987	Mate	per	pos-towards	1.343333333	not allowed to mate with a white person or take certain jobs.	2009-02-21T17:28:00
john1987	Mohammed	per	pos-towards	1.195555556	#NAME?	2009-03-03T22:53:00
john1987	Nick Griffin	per	neg-towards	-0.227777778	#NAME?	2009-03-03T22:53:00
john1987	Nick Griffin	per	pos-towards	1.195555556	#NAME?	2009-03-03T22:53:00
john1987	Nick Griffin	per	pos-towards	0.207777778	Nick Griffin has done a fantastic job of modernising the BNP since Tyndall.	2009-03-08T01:30:00
john1987	nobody	per	neg-towards	-0.756666667	"Yeah, but then nobody's forcing you to read any of this, so I wonder why you'd bother replying."	2009-02-21T16:17:00
john1987	nobody	per	neg-towards	-0.43	"The BNP tackle pavement politics head on, and get to grips with local peoples' problems as well as dealing with the multi-cultural issues that nobody else will confront."	2009-02-21T16:41:00
john1987	other	per	neg-towards	-2.055555556	We're all a threat to each other in the real world.	2009-03-04T20:04:00
john1987	party	org	pos-towards	0.783333333	"The BNP get more publicity than any other political party on this forum, and people always reply talking about the BNP for ages, which proves how effective they are becoming as an organisation."	2009-02-21T16:17:00
john1987	people	per	neg-towards	-0.92	"The BNP want to create more equal opportunities, but stopping rich people from travelling the world to gain jobs and education with their superior resources that could otherwise have gone to the country's own citizens (albeit at a slightly higher cost)."	2009-02-21T15:48:00
john1987	people	per	pos-towards	0.783333333	"The BNP get more publicity than any other political party on this forum, and people always reply talking about the BNP for ages, which proves how effective they are becoming as an organisation."	2009-02-21T16:17:00
john1987	people	per	pos-towards	1.304444444	"Culture is a tool for educating and entertaining, and what people find important to teach in education establishments and what they find entertaining will vary between races, nationalities and classes."	2009-02-21T17:02:00
john1987	peoples	per	neg-towards	-1.868888889	"The BNP tackle pavement politics head on, and get to grips with local peoples' problems as well as dealing with the multi-cultural issues that nobody else will confront."	2009-02-21T16:41:00
john1987	person	per	pos-towards	1.848888889	"What we need to focus on is de-stigmatising the BNP, so that more people can openly talk about them openly in public without feeling the instant need to add ""but of course they're scum"" to every sentance to avoid seeming like a bad person."	2009-02-21T15:48:00
john1987	politicians	per	pos-towards	1.654444444	"Indians, for instance, place a lot of emphasis on the family unit and education, but the politicians that lead white Brits have encouraged the disintigration of the family unit and the disestablishment of all sense of national unity and pride."	2009-02-21T17:53:00
john1987	somebody	per	pos-towards	0.596666667	"In fact, I picked somebody else up on this, saying it's either ""we need immigrants for our economy, because of all of the international business coming in"" or ""we need them to do all the menial jobs white Brits don't want to do."" Always one or the other."	2009-02-21T17:53:00
john1987	someone	per	neg-towards	-0.647777778	But you would more willingly kick someone out of your house or business if they weren't related to you and you really didn't have anything in common beneath the surface.	2009-02-21T17:35:00
john1987	someone	per	pos-towards	1.444444444	"It's very difficult to publicly disguise that strong an attraction to someone, so it would be noticed by communities around the people doing it."	2009-02-22T14:09:00
john1987	Sunni Muslim	per	neg-towards	-1.526666667	"Change this culture and get these people to have some pride in themselves and wanting to achieve in life, and they will get up off their arses, and replace all of the immigrants who have stolen these jobs with their often undeserved reputation for working hard."	2009-02-21T17:21:00
john1987	Sunni Muslim	per	neg-towards	-0.251111111	#NAME?	2009-03-03T22:53:00
john1987	Sunni Muslim	per	pos-towards	0.557777778	"Change this culture and get these people to have some pride in themselves and wanting to achieve in life, and they will get up off their arses, and replace all of the immigrants who have stolen these jobs with their often undeserved reputation for working hard."	2009-02-21T17:21:00
john1987	Sunni Muslim	per	pos-towards	-0.251111111	#NAME?	2009-03-03T22:53:00
john1987	their	per	pos-towards	0.954444444	"The BNP want to create more equal opportunities, but stopping rich people from travelling the world to gain jobs and education with their superior resources that could otherwise have gone to the country's own citizens (albeit at a slightly higher cost)."	2009-02-21T15:48:00
john1987	them	per	neg-towards	-1.721111111	"It's more difficult for them to get in here and with the BNP in charge, they would make sure of this."	2009-03-08T13:03:00
john1987	they	per	neg-towards	-1.332222222	"No doubt, they also don't want to get on the wrong side of the NUJ's 'No Platform' policy."	2009-02-21T15:48:00
john1987	they	per	neg-towards	-2.11	"What we need to focus on is de-stigmatising the BNP, so that more people can openly talk about them openly in public without feeling the instant need to add ""but of course they're scum"" to every sentance to avoid seeming like a bad person."	2009-02-21T15:48:00
john1987	They	per	neg-towards	-0.36	They are our responsibility.	2009-02-21T17:35:00
john1987	they	per	neg-towards	-1.721111111	"It's more difficult for them to get in here and with the BNP in charge, they would make sure of this."	2009-03-08T13:03:00
john1987	They	per	pos-towards	0.884444444	"They could grow from this in years to come and pose more of a threat to the major parties (Labour were only a tiny party at the start of the last centure), but let's be realistic at this stage before we start hiding under the table or running for the pitchfork."	2009-02-21T15:48:00
john1987	they	per	pos-towards	2.222222222	"Culture is a tool for educating and entertaining, and what people find important to teach in education establishments and what they find entertaining will vary between races, nationalities and classes."	2009-02-21T17:02:00
john1987	they	per	pos-towards	0.557777778	"The culture since her day has changed, so that shop workers are looked down on in the white British community and as such white Brits would rather claim the doll than work in a job where they will have no respect."	2009-02-21T17:21:00
john1987	they	per	pos-towards	1.366666667	"They're just doing what all living things do - trying to get hold of the resources they need to survive, earn power, make money, live comfortable lives, find a reputable place in society."	2009-02-21T17:53:00
john1987	they	per	pos-towards	0.884444444	It's understandable they would want to fit in more; the white person I would be a bit more worried about.	2009-02-22T14:09:00
john1987	they	per	pos-towards	1.351111111	"Incidentally, I dispute your point Pavlik point that morals don't exist - they may be social constructs, but the culture and morality a nation develops for itself is its life blood and its strength."	2009-03-08T21:42:00
john1987	twit	per	pos-towards	1.312222222	"Basically you're just trying to look cool, because you're an impressionable twit."	2009-03-08T20:15:00
john1987	unit	org	pos-towards	1.654444444	"Indians, for instance, place a lot of emphasis on the family unit and education, but the politicians that lead white Brits have encouraged the disintigration of the family unit and the disestablishment of all sense of national unity and pride."	2009-02-21T17:53:00
john1987	United States	gpe	pos-towards	0.783333333	"Personally, I would look more into a policy of withdrawing benefits and ensuring that each provides worth to the country, which could be determined via a variety of measuring sticks, with deportation for all of those who do not meet the standard."	2009-02-21T17:28:00
john1987	where	gpe	pos-towards	1.942222222	"The culture since her day has changed, so that shop workers are looked down on in the white British community and as such white Brits would rather claim the doll than work in a job where they will have no respect."	2009-02-21T17:21:00
john1987	which	per	pos-towards	0.666666667	"The BNP get more publicity than any other political party on this forum, and people always reply talking about the BNP for ages, which proves how effective they are becoming as an organisation."	2009-02-21T16:17:00
john1987	who	per	pos-towards	1.358888889	All somebody who supports BNP could hope is that they are turn out to be less of a shambles than the far left's offering of Galloway and the Respect movement.	2009-02-21T15:48:00
john1987	who	per	pos-towards	0.557777778	"I know what I believe, but it's nice to hear someone who has a more specialist knowledge on a topic over and above the lay man."	2009-03-03T22:53:00
john1987	wife	per	neg-towards	-0.227777778	#NAME?	2009-03-03T22:53:00
john1987	wife	per	pos-towards	1.195555556	#NAME?	2009-03-03T22:53:00
john1987	world	loc	neg-towards	-2.25	"You can have all the understanding and knowledge in the world, and still never achieve peace."	2009-03-04T20:04:00
john1987	world	loc	pos-towards	1.522222222	"The BNP want to create more equal opportunities, but stopping rich people from travelling the world to gain jobs and education with their superior resources that could otherwise have gone to the country's own citizens (albeit at a slightly higher cost)."	2009-02-21T15:48:00
john1987	world	loc	pos-towards	1.553333333	"You can have all the understanding and knowledge in the world, and still never achieve peace."	2009-03-04T20:04:00
Joluk	Nick Griffin	per	neg-towards	-1.145555556	I believe he tried to get rid of the 'whites only' policy only to be outvoted by his other party members.	2009-02-21T17:41:00
Joluk	Nick Griffin	per	neg-towards	-1.705555556	"To be fair to him, he has said he rejects these views now, and 'regrets holding them when he was younger'."	2009-02-21T18:02:00
Joluk	Nick Griffin	per	pos-towards	1.047777778	Nick Griffin is supposedly 'liberal'.	2009-02-21T17:41:00
Joluk	Nick Griffin	per	pos-towards	1.187777778	"To be fair to him, he has said he rejects these views now, and 'regrets holding them when he was younger'."	2009-02-21T18:02:00
Joluk	they	per	neg-towards	-0.632222222	"As long as they have these discriminatory policies, they'll never cross the fringe into a legitimate electable party."	2009-02-21T17:41:00
Jony Ive	world	loc	pos-towards	1.086666667	"I dont think it will, it is the super power of the world..."	2011-07-31T16:30:00
jumpingjesusholycow	United States	gpe	neg-towards	-1.503333333	You said that people who claimed the US is a dump have never been there.	2011-07-31T20:13:00
jumpingjesusholycow	who	per	neg-towards	-1.503333333	You said that people who claimed the US is a dump have never been there.	2011-07-31T20:13:00
LearningMath	BNP and Front Nationale	org	pos-towards	0.798888889	"Majority of people are kind, normal and sane <img src=""images/smilies/smile.png""/> BNP will never get anywhere."	2009-02-21T15:29:00
LearningMath	Majority	per	pos-towards	1.903333333	"Majority of people are kind, normal and sane <img src=""images/smilies/smile.png""/> BNP will never get anywhere."	2009-02-21T15:29:00
Lewis :D	countries	gpe	pos-towards	2.338888889	"There's a difference in naming states and countries, God."	2011-07-31T18:27:00
Lewis :D	France	gpe	pos-towards	0.627777778	"I've seen Americans ask questions like: ""Is France a country?"""	2011-07-31T18:27:00
Lewis :D	Guam	gpe	neg-towards	-0.85	"And before an American moans, yes I know about Guam, Puerto Rico etc."	2011-07-31T18:21:00
Lewis :D	Territories	loc	pos-towards	1.117777778	"I was going to mention the Crown Dependencies and British Overseas Territories too, but I thought it was best not to :P"	2011-07-31T18:21:00
Lewis :D	United States	gpe	neg-towards	-0.85	"And before an American moans, yes I know about Guam, Puerto Rico etc."	2011-07-31T18:21:00
Lewis :D	you	per	neg-towards	-2.032222222	Don't you eat dogs in Europe?	2011-07-31T18:27:00
Libertinedreamer	Great Britain	gpe	neg-towards	-1.954444444	"Haha slagging the UK off, don't make me laugh!"	2011-08-01T02:46:00
Libertinedreamer	one	loc	pos-towards	0.798888889	Haha I live in one of the wealthiest areas of aurora and I can guarantee that it is miles ahead of anywhere in mississauga!	2011-08-01T03:09:00
limetang	LA	gpe	neg-towards	-1.13	"I mean you do have cities like LA which personally I wouldn't touch with a bargepoll, but you do also have areas of great beauty like Yosemite."	2011-08-01T20:34:00
limetang	LA	gpe	pos-towards	1.848888889	"I mean you do have cities like LA which personally I wouldn't touch with a bargepoll, but you do also have areas of great beauty like Yosemite."	2011-08-01T20:34:00
limetang	Yosemite	gpe	pos-towards	2.082222222	"I mean you do have cities like LA which personally I wouldn't touch with a bargepoll, but you do also have areas of great beauty like Yosemite."	2011-08-01T20:34:00
limetang	you	per	pos-towards	0.557777778	"I mean you do have cities like LA which personally I wouldn't touch with a bargepoll, but you do also have areas of great beauty like Yosemite."	2011-08-01T20:34:00
Liquidus Zeromus	friends	per	neg-towards	-1.853333333	I fear for my non-white and Jewish friends.	2009-02-21T15:41:00
Liquidus Zeromus	those	per	neg-towards	-0.328888889	"I'll be damned if those kraut-eating, goose-stepping nazis ever get into power."	2009-02-21T15:41:00
LittleBill	Tokyo	gpe	neg-towards	-2.498888889	Edinburgh. Terrible weather but a beautiful city.	2011-09-21T19:54:00
LittleBill	Tokyo	gpe	pos-towards	0.705555556	Edinburgh. Terrible weather but a beautiful city.	2011-09-21T19:54:00
Llamageddon	BNP and Front Nationale	org	pos-towards	1.576666667	No BNP voter seriously believes the BNP will gain power.	2009-02-21T15:35:00
Llamageddon	Gremlins Pavlik	per	neg-towards	-1.721111111	"aye, I don't see what he's done that's so wrong."	2009-02-22T15:50:00
Llamageddon	parties	org	pos-towards	0.806666667	It's a political message to the major parties that they're failing to sway significant proportions of the voting population.	2009-02-21T15:35:00
Llamageddon	population	per	pos-towards	1.133333333	It's a political message to the major parties that they're failing to sway significant proportions of the voting population.	2009-02-21T15:35:00
Llamageddon	they	org	neg-towards	-2.607777778	It's a political message to the major parties that they're failing to sway significant proportions of the voting population.	2009-02-21T15:35:00
Llamageddon	voter	per	pos-towards	1.483333333	No BNP voter seriously believes the BNP will gain power.	2009-02-21T15:35:00
llessur123	Berlin	gpe	pos-towards	2.782222222	"Personally, I prefer London to New York, but I also love Berlin."	2011-09-25T17:32:00
llessur123	London	gpe	pos-towards	0.666666667	"Personally, I prefer London to New York, but I also love Berlin."	2011-09-25T17:32:00
Luceria	Bergen	per	neg-towards	-0.538888889	Bergen is the unofficial capital of Western Norway after all.	2011-10-04T18:03:00
Luceria	Bergen	per	pos-towards	0.666666667	"I thought Oslo was OK, and I really like Karl Johan but I prefer Bergen (which is a beautiful city)."	2011-10-04T18:03:00
Luceria	coast	loc	neg-towards	-0.927777778	"I'm from the west coast though, and probably a little biased."	2011-10-04T18:03:00
Luceria	norwegian	gpe	pos-towards	1.763333333	"It doesn't have the same wonderful reputation in Norway, but it's nice that you think that."	2011-10-04T18:03:00
Luceria	Western Norway	loc	neg-towards	-0.538888889	Bergen is the unofficial capital of Western Norway after all.	2011-10-04T18:03:00
lukejoshjedi	Baghdad	gpe	pos-towards	1.848888889	great city but it's like... sinking into a sea	2011-09-25T23:48:00
lukejoshjedi	sea	loc	neg-towards	-0.406666667	great city but it's like... sinking into a sea	2011-09-25T23:48:00
Macnoob	Americans	per	pos-towards	1.848888889	"its like my Russian Politics proff said "" the Russians think more about the Americans than the Americans think about Russians"" the same can be said for the brits its actually really pathetic and im not even american."	2011-07-30T17:18:00
Macnoob	areas	loc	pos-towards	1.444444444	"I am truly amazed at how you think any part of Aurora would be nicer than Mississauga, its obvious you do not know much because you wouldn't be making those argument if you been to Louren Park or Mississauga Road areas."	2011-08-01T03:26:00
Macnoob	Mississauga	gpe	pos-towards	1.094444444	"I am truly amazed at how you think any part of Aurora would be nicer than Mississauga, its obvious you do not know much because you wouldn't be making those argument if you been to Louren Park or Mississauga Road areas."	2011-08-01T03:26:00
Macnoob	part	gpe	pos-towards	1.094444444	"I am truly amazed at how you think any part of Aurora would be nicer than Mississauga, its obvious you do not know much because you wouldn't be making those argument if you been to Louren Park or Mississauga Road areas."	2011-08-01T03:26:00
Macnoob	Russia	gpe	neg-towards	-0.912222222	"its like my Russian Politics proff said "" the Russians think more about the Americans than the Americans think about Russians"" the same can be said for the brits its actually really pathetic and im not even american."	2011-07-30T17:18:00
Macnoob	Russians	per	pos-towards	1.848888889	"its like my Russian Politics proff said "" the Russians think more about the Americans than the Americans think about Russians"" the same can be said for the brits its actually really pathetic and im not even american."	2011-07-30T17:18:00
Macnoob	Toronto	gpe	pos-towards	1.53	And obviously those such as Rose-dale in Toronto.	2011-08-01T03:26:00
Macnoob	town	gpe	neg-towards	-1.324444444	"Its a joke to live there, i went to a small town for University its absolutely crap compared to Mississauga."	2011-08-01T02:55:00
Macnoob	towns	gpe	neg-towards	-1.931111111	wow any where north of Toronto is awful and pure hick towns.	2011-08-01T02:55:00
Macnoob	United States	gpe	neg-towards	-1.581111111	"its like my Russian Politics proff said "" the Russians think more about the Americans than the Americans think about Russians"" the same can be said for the brits its actually really pathetic and im not even american."	2011-07-30T17:18:00
Macnoob	United States	gpe	pos-towards	1.848888889	"its like my Russian Politics proff said "" the Russians think more about the Americans than the Americans think about Russians"" the same can be said for the brits its actually really pathetic and im not even american."	2011-07-30T17:18:00
Macnoob	University	org	neg-towards	-1.324444444	"Its a joke to live there, i went to a small town for University its absolutely crap compared to Mississauga."	2011-08-01T02:55:00
Macnoob	you	per	neg-towards	-0.958888889	"I am truly amazed at how you think any part of Aurora would be nicer than Mississauga, its obvious you do not know much because you wouldn't be making those argument if you been to Louren Park or Mississauga Road areas."	2011-08-01T03:26:00
Macnoob	you	per	pos-towards	1.094444444	"I am truly amazed at how you think any part of Aurora would be nicer than Mississauga, its obvious you do not know much because you wouldn't be making those argument if you been to Louren Park or Mississauga Road areas."	2011-08-01T03:26:00
Made in the USA	broadway	fac	pos-towards	1.514444444	"New York has broadway, and tons of museums to satisfy culture junkies."	2011-09-22T16:32:00
Made in the USA	junkies	per	neg-towards	-0.36	"New York has broadway, and tons of museums to satisfy culture junkies."	2011-09-22T16:32:00
Made in the USA	junkies	per	pos-towards	1.514444444	"New York has broadway, and tons of museums to satisfy culture junkies."	2011-09-22T16:32:00
Made in the USA	Miami	gpe	pos-towards	1.833333333	"Miami is great if you want to get drunk and party every night, but it's a bit of a culture vacuum."	2011-09-22T16:32:00
Made in the USA	museums	fac	neg-towards	-0.36	"New York has broadway, and tons of museums to satisfy culture junkies."	2011-09-22T16:32:00
Made in the USA	New York City	gpe	pos-towards	1.514444444	"New York has broadway, and tons of museums to satisfy culture junkies."	2011-09-22T16:32:00
Made in the USA	party	org	pos-towards	1.81	"I guess there criteria is figuring out where the best places to party and get laid are <img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/>"	2011-09-22T16:32:00
manchild007	Americans	per	neg-towards	-1.767777778	"In actual fact, Americans don't give a crap, let alone ""admire"" the royals; most are inherently against such a concept."	2011-07-31T19:22:00
manchild007	Americans	per	pos-towards	1.934444444	"In actual fact, Americans don't give a crap, let alone ""admire"" the royals; most are inherently against such a concept."	2011-07-31T19:22:00
manchild007	California	gpe	neg-towards	-0.927777778	"Well done for missing the point you moron; you have no proof, because its bullcrap, that any state wants to separate from the US."	2011-07-31T16:19:00
manchild007	California	gpe	pos-towards	1.094444444	"Whoever thinks there is even a remote possibility for any state, let alone Hispanic majority states, to separate from the US is utterly deluded and moronic - the casual way this has been mentioned in the thread (i.e."	2011-07-31T15:57:00
manchild007	California	gpe	pos-towards	1.016666667	"Find me ANY shred of evidence which purports to a state in ANY majority wanting to seperate from the US, and I'll give you my bloody house."	2011-07-31T16:17:00
manchild007	cities	gpe	neg-towards	-0.484444444	"Aside from your statement actually being woefully ignorant (whilst I enjoy living in the hustle and bustle of cities, my time living in states from Georgia, Alabama and indeed Texas were some of the most beautiful), I don't really think the UK has a leg to stand on when it comes to 'beauty'."	2011-07-31T16:48:00
manchild007	European	per	pos-towards	0.915555556	"Moreover, the US is not the EU; for example unlike the EU (where one is German/French/British etc first and then a European), in the US you are American first and then if at all, a member of your state."	2011-07-31T16:50:00
manchild007	France	gpe	pos-towards	0.884444444	"Heck I would say more people have a positive opinion of France than the UK in the US - not because people hate the UK, but it quite literally, doesn't garner enough interest for an opinion to be formed."	2011-07-31T16:39:00
manchild007	Great Britain	gpe	neg-towards	-0.616666667	"Just b/c the UK is a former shadow of itself and has no superpower status left in the world, doesn't mean the US is at that point now; no matter how much the green-eyed monster you have wishes it to be <img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/>"	2011-07-31T15:57:00
manchild007	Great Britain	gpe	neg-towards	-2.351111111	"Heck I would say more people have a positive opinion of France than the UK in the US - not because people hate the UK, but it quite literally, doesn't garner enough interest for an opinion to be formed."	2011-07-31T16:39:00
manchild007	idiots	per	neg-towards	-2.071111111	"I just don't like idiots, which is bad news for you sadly."	2011-07-31T16:20:00
manchild007	Its	gpe	neg-towards	-0.367777778	Its not a dump by any imagination.	2011-07-31T16:54:00
